route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id,canonical_route_pattern
114-1-1,114,1,Mystic Mall - Maverick Station,Weekdays only,1,511401000,63473048,0
116-4-0,116,0,Maverick Station - Wonderland Station,,1,511600000,63473057,0
116-4-1,116,1,Wonderland Station - Maverick Station,,1,511601000,63473111,0
117-5-0,117,0,Maverick Station - Wonderland Station,,1,511700000,63473177,0
117-1-0,117,0,"Haymarket Station - Logan Airport, Terminal C",Early mornings only,3,511700040,63473301,0
117-4-0,117,0,Wonderland via Maverick,Late nights only,3,511700070,63473230,0
117-5-1,117,1,Wonderland Station - Maverick Station,,1,511701000,63473237,0
117-3-1,117,1,Lynn Bus Garage - Haymarket Station via Maverick Station,Early mornings only,3,511701040,63473235,0
117-8-1,117,1,Broadway & Central Ave - Haymarket Station,Early mornings only,3,511701070,63473302,0
119-1-0,119,0,Beachmont Station - Northgate Shopping Center,Weekdays only,1,511900000,63473296,0
119-3-0,119,0,Beachmont Station - Northgate Shopping Ctr via Tomasello Way,,2,511900030,63473299,0
119-1-1,119,1,Northgate Shopping Center - Beachmont Station,Weekdays only,1,511901000,63473322,0
119-3-1,119,1,Northgate Shopping Ctr - Beachmont Station via Tomasello Way,,1,511901030,63473328,0
120-2-0,120,0,Maverick Station - Orient Heights Station via Wood Island,,1,512000000,63473793,0
120-3-0,120,0,Maverick - Orient Heights,Late nights only,3,512000040,63473853,0
120-2-1,120,1,Orient Heights Station - Maverick Station via Jeffries Point,,1,512001000,63473791,0
120-3-1,120,1,Orient Heights - Maverick,Late nights only,3,512001040,63473850,0
121-2-0,121,0,Maverick Station - Eagle Square,Weekdays only,1,512100000,63473354,0
121-_-0,121,0,Maverick Station - Wood Island Station,Weekday mornings only,2,512100030,63473347,0
121-2-1,121,1,Eagle Square - Maverick Station,Weekdays only,1,512101000,63473342,0
121-_-1,121,1,Wood Island Station - Maverick Station,Weekday mornings only,2,512101020,63473361,0
131-1-0,131,0,Malden Center - Melrose Highlands Station via Oak Grove,Weekdays only,1,513100000,63100741,0
131-1-1,131,1,Melrose Highlands - Malden Center Station via Oak Grove,Weekdays only,1,513101000,63100743,0
132-_-0,132,0,Malden Center Station - Redstone Shopping Center,,1,513200000,63100696,0
132-_-1,132,1,Redstone Shopping Center - Malden Center Station,,1,513201000,63100710,0
134-3-0,134,0,Wellington Station - North Woburn via Trade Center,Weekdays only,1,513400000,63101254,0
134-5-0,134,0,Wellington Station - North Woburn,,2,513400020,63101252,0
134-6-0,134,0,Wellington Station - Winthrop St & Playstead Rd,,2,513400060,63257097,0
134-2-0,134,0,Wellington - North Woburn via Trade Ctr & Veterans Ctr,Weekday middays only,2,513400090,63101264,0
134-9-0,134,0,Wellington Station - Woburn Square,Sundays only,3,513400110,63093088,0
134-3-1,134,1,North Woburn - Wellington Station via Trade Center,Weekdays only,1,513401000,63101258,0
134-5-1,134,1,North Woburn - Wellington Station,,2,513401020,63101253,0
134-6-1,134,1,Winthrop St & Playstead Rd - Wellington Station,,2,513401060,63101256,0
134-2-1,134,1,North Woburn - Wellington via Trade Ctr & Veterans Ctr,Weekday middays only,3,513401090,63101262,0
134-9-1,134,1,Woburn Square - Wellington Station,Sundays only,3,513401110,63093079,0
137-7-0,137,0,Malden Center - Lincoln St @ Reading Depot,,1,513700000,63100747,0
137-6-0,137,0,Oak Grove Busway - Lincoln St @ Reading Depot,Weekdays only,2,513700040,63100748,0
137-7-1,137,1,Lincoln St @ Reading Depot - Malden Center,,1,513701000,63100751,0
137-6-1,137,1,Lincoln St @ Reading Depot - Oak Grove Busway,Weekdays only,2,513701040,63100740,0
171-_-0,171,0,Nubian Station - Logan Airport Terminals,Early mornings only,1,517100000,63071145,0
201-9-0,201,0,Fields Corner - Keystone Apt via Puritan Mall & Neponset Ave,,1,520100000,63089020,0
201-_-0,201,0,Fields Corner - Adams St & Gallivan Blvd via Neponset Ave,,2,520100030,63089011,0
201-8-0,201,0,Fields Corner Station - Keystone Apts via Neponset Ave,Weekdays only,2,520100070,63089019,0
201-8-1,201,1,Keystone Apts - Fields Corner Station via Adams St,,1,520101000,63089048,0
201-_-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,,2,520101030,63088990,0
202-5-0,202,0,Fields Corner Station - Keystone Apts via Adams St,Weekdays only,1,520200000,63089063,0
202-6-1,202,1,Keystone Apts - Fields Corner Station via Neponset Ave,Weekdays only,1,520201000,63089075,0
210-3-0,210,0,Fields Corner Station - Quincy Center Station,Weekdays only,1,521000000,63089085,0
210-_-0,210,0,North Quincy Station - Quincy Center Station,,3,521000030,63087970,0
210-1-0,210,0,Fields Corner Station - Braintree Station,Late nights only,3,521000050,63089104,0
210-3-1,210,1,Quincy Center Station - Fields Corner Station,Weekdays only,1,521001000,63089105,0
210-_-1,210,1,Quincy Center Station - North Quincy Station,,2,521001030,63089129,0
211-_-0,211,0,Squantum - Quincy Center Station,,1,521100000,63089152,0
211-_-1,211,1,Quincy Center Station - Squantum,,1,521101000,63089130,0
215-1-0,215,0,Ashmont Station - Quincy Center Station,,1,521500000,63089172,0
215-3-0,215,0,Fields Corner Station - Quincy Center Station,Sundays only,3,521500040,63088664,0
215-_-0,215,0,North Quincy Station - Quincy Center Station,Early mornings only,3,521500060,63089208,0
215-1-1,215,1,Quincy Center Station - Ashmont Station,,1,521501000,63089206,0
215-3-1,215,1,Quincy Center Station - Fields Corner Station,Sundays only,3,521501040,63088670,0
215-_-1,215,1,Quincy Center Station - North Quincy Station,Early mornings only,3,521501060,63089209,0
216-2-0,216,0,Quincy Center Station - Houghs Neck via Germantown,,1,521600000,63089300,0
216-4-0,216,0,Quincy Center - Houghs Neck via McGrath Hwy & Germantown,,2,521600040,63089320,0
216-_-1,216,1,Houghs Neck - Quincy Center Station,,1,521601000,63089240,0
216-4-1,216,1,Houghs Neck - Quincy Center Station via McGrath Hwy,,2,521601040,63089255,0
217-8-0,217,0,Ashmont Station - Quincy Center Station via North Quincy,Weekdays only,1,521700000,63089361,0
217-1-0,217,0,Ashmont - Quincy Center via North Quincy & Hollis Ave,AM peak hours only,2,521700020,63089362,0
217-8-1,217,1,Quincy Center Station - Ashmont Station via North Quincy,Weekdays only,1,521701000,63089365,0
220-3-0,220,0,Quincy Center Station - Hingham Depot,,1,522000000,63089404,0
220-4-0,220,0,Quincy Center Station - Hingham Depot via Hingham Center,Weekdays only,3,522000040,63089409,0
220-3-1,220,1,Hingham Depot - Quincy Center Station,,1,522001000,63089369,0
222-9-0,222,0,Quincy Center Station - Pleasant St & Washington St,,1,522200000,63089471,0
222-_-0,222,0,Quincy Center Station - East Weymouth,,1,522200040,63089472,0
222-_-1,222,1,East Weymouth - Quincy Center Station,,1,522201000,63089437,0
222-9-1,222,1,Pleasant St & Washington St - Quincy Center Station,,1,522201040,63089456,0
225-1-0,225,0,Quincy Center Station - Weymouth Landing via South St,,1,522500000,63089508,0
225-_-0,225,0,Quincy Center Station - Weymouth Landing via Howard St,,1,522500040,63089507,0
225-1-1,225,1,Weymouth Landing - Quincy Center Station via South St,,1,522501000,63089551,0
225-_-1,225,1,Weymouth Landing - Quincy Center Station via Howard St,,1,522501040,63089546,0
226-_-0,226,0,Braintree Station - Columbian Square,,1,522600000,63089590,0
226-_-1,226,1,Columbian Square - Braintree Station,,1,522601000,63089614,0
230-3-0,230,0,Quincy Center Station - Montello Station,,1,523000000,63089668,0
230-5-0,230,0,Quincy Center Station - Montello Station via Holbrook Ct,Weekday middays only,3,523000040,63089684,0
230-3-1,230,1,Montello Station - Quincy Center Station,,1,523001000,63089639,0
230-5-1,230,1,Montello Station - Quincy Center Station via Holbrook Ct,Weekday middays only,2,523001040,63089648,0
236-2-0,236,0,Quincy Center Station - South Shore Plaza,,1,523600000,63089697,0
236-3-0,236,0,Quincy Center Station - Braintree Station,Mornings only,3,523600040,63089698,0
236-2-1,236,1,South Shore Plaza - Quincy Center Station,,1,523601000,63089712,0
236-3-1,236,1,Braintree Station - Quincy Center Station,Mornings only,2,523601040,63089695,0
238-9-0,238,0,Quincy Center Station - Holbrook/Randolph Station,Weekdays only,1,523800000,63089750,0
238-7-0,238,0,Quincy Center Station - Crawford Square,,2,523800030,63089770,0
238-3-0,238,0,Quincy Center Station - Avon Square,,3,523800060,63089752,0
238-9-1,238,1,Holbrook/Randolph Station - Quincy Center Station,Weekdays only,1,523801000,63089729,0
238-7-1,238,1,Crawford Square - Quincy Center Station,,2,523801030,63089722,0
238-3-1,238,1,Avon Square - Quincy Center Station,Sundays only,3,523801060,63088884,0
240-1-0,240,0,Ashmont Station - Avon Square,,1,524000000,63089776,0
240-9-0,240,0,Ashmont Station - Holbrook/Randolph Station,Weekdays only,2,524000040,63089775,0
240-_-0,240,0,Ashmont Station - Crawford Square,,2,524000070,63089786,0
240-1-1,240,1,Avon Square - Ashmont Station,,1,524001000,63089814,0
240-9-1,240,1,Holbrook/Randolph Station - Ashmont Station,Weekdays only,2,524001040,63089845,0
240-_-1,240,1,Memorial Pkwy - Ashmont Station,,2,524001060,63089836,0
240-3-1,240,1,Holbrook/Randolph Station - North Randolph,Weekdays only,3,524001100,63089852,0
240-2-1,240,1,Crawford Square - North Randolph,,3,524001130,63089844,0
245-_-0,245,0,Mattapan Station - Quincy Center Station via Edge Hill Rd,Weekdays only,1,524500000,63089857,0
245-8-0,245,0,Mattapan - Quincy Center via Alleyne St & Edge Hill Rd,AM peak hours only,2,524500030,63089856,0
245-_-1,245,1,Quincy Center Station - Mattapan Station via Edge Hill Rd,Weekdays only,1,524501000,63089858,0
350-5-0,350,0,Alewife Station - North Burlington via Burlington Mall,,1,535000000,63157955,0
350-4-0,350,0,Alewife Station - North Burlington,,2,535000040,63157966,0
350-8-0,350,0,Alewife Station - Northwest Park,Weekday early mornings only,3,535000080,63157980,0
350-5-1,350,1,North Burlington - Alewife Station via Burlington Mall,,1,535001000,63157953,0
350-4-1,350,1,North Burlington - Alewife Station,,3,535001040,63163503,0
351-_-0,351,0,Third Ave - Bedford Woods Dr,Weekdays only,1,535100000,63157934,0
351-1-0,351,0,Third Ave - Bedford Woods Dr via EMD Serono,Weekday mornings only,1,535100020,63157954,0
351-1-1,351,1,Bedford Woods Dr - Third Ave via EMD Serono,Weekdays only,1,535101000,63157943,0
351-_-1,351,1,Bedford Woods Dr - Third Ave,Weekdays only,1,535101020,63157952,0
354-4-0,354,0,"State St, Boston - North Burlington via Woburn",,1,535400000,63100936,0
354-6-0,354,0,"State St, Boston - North Burlington via Medford Sq, West Cummings Park & Woburn",,2,535400030,63100937,0
354-4-1,354,1,"North Burlington - State St, Boston via Woburn",,1,535401000,63100994,0
354-6-1,354,1,"North Burlington - State St, Boston via Woburn, West Cummings Park & Medford Sq",,1,535401030,63101003,0
411-1-0,411,0,Malden Center Station - Kennedy Dr,Weekdays only,1,541100000,63100832,0
411-9-0,411,0,Malden Center Station - Jack Satter House via Kennedy Dr,,1,541100030,63100804,0
411-9-1,411,1,Jack Satter House - Malden Center Station via Kennedy Dr,,1,541101000,63100800,0
411-1-1,411,1,Kennedy Dr - Malden Center Station,Weekdays only,1,541101030,63100829,0
424-6-0,424,0,Wonderland Station - Eastern Ave & Essex St,Weekdays only,1,542400000,63473419,0
424-6-1,424,1,Eastern Ave & Essex St - Wonderland Station,Weekday mornings only,1,542401000,63473418,0
426-_-0,426,0,"Haymarket Station - Central Square, Lynn",Weekdays only,1,542600000,63473394,0
426-7-0,426,0,"Wonderland Station - Central Square, Lynn via Silsbee St",,2,542600030,63473416,0
426-_-1,426,1,"Central Square, Lynn - Haymarket Station",Weekdays only,1,542601000,63473369,0
426-7-1,426,1,"Central Square, Lynn - Wonderland Station",,2,542601030,63473377,0
428-_-0,428,0,Haymarket Station - Oaklandvale,Weekdays only,1,542800000,63473431,0
428-_-1,428,1,Oaklandvale - Haymarket Station,Weekday mornings only,1,542801000,63473430,0
429-_-0,429,0,Central Sq - Northgate Ctr via Square One & Garfield Ave,,1,542900000,63473436,0
429-1-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Garfield Ave",Weekday mornings only,3,542900040,63473434,0
429-2-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Square One",Evenings only,3,542900070,63473449,0
429-_-1,429,1,Northgate Ctr - Central Sq via Square One & Garfield Ave,,1,542901000,63473455,0
429-1-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Garfield Ave",Weekday mornings only,2,542901040,63473452,0
429-2-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Square One",Evenings only,3,542901070,63473466,0
430-1-0,430,0,Malden Center Station - Saugus Center,,1,543000000,63100792,0
430-6-0,430,0,Malden Center Station - Saugus Center (Omits Square One),Weekday mornings only,2,543000040,63100803,0
430-2-0,430,0,Malden Center Station - Saugus Center via Kennedy Dr,Weekday evenings only,3,543000070,63256591,0
430-1-1,430,1,Saugus Center - Malden Center Station,,1,543001000,63100810,0
430-6-1,430,1,Saugus Center - Malden Center Station (Omits Square One),Weekdays only,2,543001040,63100807,0
430-2-1,430,1,Saugus Center - Malden Center Station via Kennedy Dr,Weekday evenings only,3,543001060,63256694,0
435-8-0,435,0,Neptune Towers - Salem Depot,,1,543500000,63473472,0
435-7-0,435,0,"Central Square, Lynn - Salem Depot",,2,543500030,63473471,0
435-6-0,435,0,Neptune Towers - Liberty Tree Mall,Sundays only,3,543500070,63273004,0
435-_-0,435,0,"Central Square, Lynn - Liberty Tree Mall",Sundays only,3,543500090,63272995,0
435-8-1,435,1,Salem Depot - Neptune Towers,,1,543501000,63473482,0
435-7-1,435,1,"Salem Depot - Central Square, Lynn",,2,543501030,63473498,0
435-6-1,435,1,Liberty Tree Mall - Neptune Towers,Sundays only,3,543501070,63272994,0
435-_-1,435,1,"Liberty Tree Mall - Central Square, Lynn via Danvers Square",Sundays only,3,543501090,63273001,0
436-_-0,436,0,"Central Square, Lynn - Liberty Tree Mall",,1,543600000,63473510,0
436-1-0,436,0,"Central Square, Lynn - North Shore Mall",Weekday mornings only,2,543600030,63473505,0
436-2-0,436,0,"Central Square, Lynn - Goodwins Circle",,3,543600060,63473520,0
436-_-1,436,1,"Liberty Tree Mall - Central Square, Lynn",,1,543601000,63473523,0
436-1-1,436,1,"North Shore Mall - Central Square, Lynn",Weekdays only,2,543601040,63473530,0
436-3-1,436,1,Goodwins Circle - Neptune Towers,Weekday mornings only,3,543601060,63473522,0
436-2-1,436,1,"Goodwins Circle - Central Square, Lynn",Mornings only,3,543601080,63273574,0
439-_-0,439,0,"Central Square, Lynn - Nahant",Weekdays only,1,543900000,63473542,0
439-3-0,439,0,Wonderland Station - Nahant,Weekdays only,1,543900030,63473545,0
439-3-1,439,1,Nahant - Wonderland Station,Weekdays only,1,543901000,63473539,0
439-_-1,439,1,"Nahant - Central Square, Lynn",Weekdays only,2,543901030,63473536,0
441-7-0,441,0,Wonderland Station - Marblehead via Paradise Rd,,1,544100000,63473560,0
441-5-0,441,0,Wonderland - Marblehead via Paradise Rd (Omits Point of Pines),Weekdays only,2,544100040,63473571,0
441-9-0,441,0,Lynn Bus Garage - Marblehead via Paradise Rd,Early mornings only,3,544100060,63473562,0
441-7-1,441,1,Marblehead - Wonderland Station via Paradise Rd,,1,544101000,63473551,0
441-5-1,441,1,Marblehead - Wonderland via Paradise Rd (Omits Point of Pines),Weekdays only,2,544101030,63473546,0
441442-1-0,441442,0,"Wonderland Station - Ocean St, Lynn",,1,544110000,63473616,0
441442-1-1,441442,1,"Ocean St, Lynn - Wonderland Station",,1,544111000,63473600,0
442-7-0,442,0,Wonderland Station - Marblehead via Humphrey St,,1,544200000,63473609,0
442-5-0,442,0,Wonderland - Marblehead via Humphrey St (Omits Point of Pines),Weekdays only,2,544200040,63473637,0
442-9-0,442,0,Lynn Bus Garage - Marblehead via Humphrey St,Mornings only,3,544200070,63473615,0
442-7-1,442,1,Marblehead - Wonderland Station via Humphrey St,,1,544201000,63473581,0
442-5-1,442,1,Marblehead - Wonderland via Humphrey St (Omits Point of Pines),Weekday mornings only,2,544201040,63473577,0
442-9-1,442,1,Marblehead - Lynn Bus Garage via Humphrey St,Sunday late nights only,3,544201070,63273045,0
450-8-0,450,0,Haymarket Station - Salem Depot,Weekdays only,1,545000000,63473651,0
450-6-0,450,0,Wood Island Station - Salem Depot,Weekdays only,1,545000030,63475687,0
450-9-0,450,0,Lynn Bus Garage - Salem Depot,Mornings only,3,545000050,63473701,0
450-7-0,450,0,Wonderland Station - Salem Depot,,3,545000090,63273677,0
450-8-1,450,1,Salem Depot - Haymarket Station,Weekdays only,1,545001000,63473675,0
450-6-1,450,1,Salem Depot - Wood Island Station,Weekdays only,1,545001030,63475711,0
450-7-1,450,1,Salem Depot - Wonderland Station,,3,545001050,63273657,0
450-9-1,450,1,Salem Depot - Lynn Bus Garage,Late nights only,3,545001070,63473699,0
451-1-0,451,0,Salem Depot - North Beverly Station via Tozer Rd,Weekdays only,1,545100000,63473712,0
451-_-0,451,0,Salem Depot - North Beverly Station via Cabot St,Weekdays only,1,545100030,63473715,0
451-_-1,451,1,North Beverly Station - Salem Depot via Cabot St,Weekdays only,1,545101000,63473706,0
451-1-1,451,1,North Beverly Station - Salem Depot via Tozer Rd & Cummings,Weekdays only,1,545101020,63473709,0
455-7-0,455,0,Wonderland Station - Salem Depot (Omits Shetland Park),,1,545500000,63473754,0
455-8-0,455,0,Lynn Bus Garage - Salem Depot (Omits Shetland Park),Early mornings only,3,545500040,63473755,0
455-7-1,455,1,Salem Depot - Wonderland Station (Omits Shetland Park),,1,545501000,63473719,0
455-5-1,455,1,"Central Square, Lynn - Wonderland Station",Early mornings only,3,545501040,63473718,0
455-8-1,455,1,Salem Depot - Lynn Bus Garage (Omits Shetland Park),Evenings only,3,545501070,63273721,0
456-_-0,456,0,"Central Square, Lynn - Salem Depot",Weekdays only,1,545600000,63473787,0
456-_-1,456,1,"Salem Depot - Central Square, Lynn",Weekday middays only,1,545601000,63473363,0
501-5-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq,,1,550100000,63077348,0
501-4-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq & Cambridge St,,2,550100030,63075279,0
501-4-1,501,1,Brighton Center - Federal St & Franklin St via Copley Sq,,1,550101000,63076259,0
501-5-1,501,1,Brighton Center - Federal St & Franklin St via Cambridge St & Copley Sq,,2,550101030,63077345,0
504-2-0,504,0,Federal & Franklin - Watertown via Copley Sq and Newton Crnr,,1,550400000,63072821,0
504-2-1,504,1,Watertown Yard - Federal St & Franklin St via Copley Square,,1,550401000,63072790,0
505-6-0,505,0,Federal St & Franklin St - Waltham Center via School St,Weekdays only,1,550500000,63075291,0
505-5-0,505,0,Federal St & Franklin St - Waltham Center,Weekdays only,2,550500030,63071353,0
505-5-1,505,1,Waltham Center - Federal St & Franklin St via School St,Weekdays only,1,550501000,63071830,0
505-6-1,505,1,Waltham Center - Federal St & Franklin St,Weekdays only,2,550501030,63075761,0
553-6-0,553,0,Newton Corner - Roberts,,1,555300000,63072364,0
553-6-1,553,1,Roberts - Newton Corner,,1,555301000,63072357,0
554-6-0,554,0,Newton Corner - Waverly Square,Weekdays only,1,555400000,63076408,0
554-6-1,554,1,Waverly Square - Newton Corner,Weekdays only,1,555401000,63076409,0
556-6-0,556,0,Newton Corner - Waltham Highlands,Weekdays only,1,555600000,63076422,0
556-6-1,556,1,Waltham Highlands - Newton Corner,Weekdays only,1,555601000,63076418,0
558-7-0,558,0,Newton Corner - Riverside Station,Weekdays only,1,555800000,63075771,0
558-7-1,558,1,Riverside Station - Newton Corner,Weekdays only,1,555801000,63075865,0
712-1-0,712,0,"Orient Heights Station, South Busway - Winthrop Beach",,1,571200000,63213381,0
712-_-0,712,0,"Orient Heights Station, South Busway - Point Shirley",,1,571200040,63213331,0
712-1-1,712,1,"Winthrop Beach - Orient Heights Station, South Busway",,1,571201000,63213332,0
712-_-1,712,1,"Point Shirley - Orient Heights Station, South Busway",,2,571201040,63212414,0
713-1-0,713,0,"Orient Heights Station, South Busway - Winthrop Beach",,1,571300000,63213380,0
713-_-0,713,0,Orient Heights Station  - Point Shirley (South Busway),,2,571300040,63212408,0
713-1-1,713,1,"Winthrop Beach - Orient Heights Station, South Busway",,1,571301000,63213337,0
713-_-1,713,1,Point Shirley - Orient Heights Station  (South Busway),,1,571301040,63213306,0
714-_-0,714,0,Hingham Depot - Pemberton Point,,1,571400000,63212279,0
714-_-1,714,1,Pemberton Point - Hingham Depot,,1,571401000,63212278,0
716-_-0,716,0,Mattapan Station - Cobbs Corner,Weekdays only,1,571600000,63212372,0
716-1-0,716,0,Mattapan Station - Cobbs Corner (Omits Royall St),Saturdays only,2,571600030,63212387,0
716-_-1,716,1,Cobbs Corner - Mattapan Station,Weekdays only,1,571601000,63212367,0
716-1-1,716,1,Cobbs Corner - Mattapan Station (Omits Royall St),Saturdays only,2,571601030,63212392,0
Shuttle-AirportGovernmentCenterExpress-0-0,Shuttle-AirportGovernmentCenterExpress,0,Airport - Government Center (Express),,5,602050990,AirportBowdoinExpress-0-sample,1
Shuttle-AirportGovernmentCenterExpress-0-1,Shuttle-AirportGovernmentCenterExpress,1,Government Center - Airport (Express),,5,602051990,AirportBowdoinExpress-1-sample,1
Shuttle-AirportGovernmentCenterLocal-0-0,Shuttle-AirportGovernmentCenterLocal,0,Airport - Government Center via Maverick,,5,602080990,AirportBowdoinLocal-0-sample,1
Shuttle-AirportGovernmentCenterLocal-0-1,Shuttle-AirportGovernmentCenterLocal,1,Government Center - Airport via Maverick,,5,602081990,AirportBowdoinLocal-1-sample,1
Shuttle-AirportGovernmentCenterLocalViaGate-0-0,Shuttle-AirportGovernmentCenterLocalViaGate,0,Airport - Government Center via Maverick,,5,602090990,AirportBowdoinLocalViaGate-0-sample,1
Shuttle-AirportGovernmentCenterLocalViaGate-0-1,Shuttle-AirportGovernmentCenterLocalViaGate,1,Government Center - Airport via Maverick,,5,602091990,AirportBowdoinLocalViaGate-1-sample,1
Shuttle-AirportMaverick-0-0,Shuttle-AirportMaverick,0,Airport - Maverick,,5,602140990,AirportMaverick-0-sample,1
Shuttle-AirportMaverick-0-1,Shuttle-AirportMaverick,1,Maverick - Airport,,5,602141990,AirportMaverick-1-sample,1
Shuttle-AirportWonderland-0-0,Shuttle-AirportWonderland,0,Wonderland - Airport,,5,602150990,AirportWonderland-Weekday-15a6a-0-00:00:00,1
Shuttle-AirportWonderland-0-1,Shuttle-AirportWonderland,1,Airport - Wonderland,,5,602151990,AirportWonderland-Weekday-15a6a-1-00:00:00,1
Shuttle-AlewifeDavis-0-0,Shuttle-AlewifeDavis,0,Alewife - Davis,,5,602160990,AlewifeDavis-0-sample,1
Shuttle-AlewifeDavis-0-1,Shuttle-AlewifeDavis,1,Davis - Alewife,,5,602161990,AlewifeDavis-1-sample,1
Shuttle-AlewifeHarvard-0-0,Shuttle-AlewifeHarvard,0,Alewife - Harvard,,5,602170990,AlewifeHarvard-0-sample,1
Shuttle-AlewifeHarvard-0-1,Shuttle-AlewifeHarvard,1,Harvard - Alewife,,5,602171990,AlewifeHarvard-1-sample,1
Shuttle-AlewifeHarvardViaBrattle-0-0,Shuttle-AlewifeHarvardViaBrattle,0,Alewife - Harvard,,5,602180990,AlewifeHarvardViaBrattle-0-sample,1
Shuttle-AlewifeHarvardViaBrattle-0-1,Shuttle-AlewifeHarvardViaBrattle,1,Harvard - Alewife,,5,602181990,AlewifeHarvardViaBrattle-1-sample,1
Shuttle-AlewifeHarvardViaHolyoke-0-0,Shuttle-AlewifeHarvardViaHolyoke,0,Harvard - Alewife,,5,602190990,AlewifeHarvardViaHolyoke-Weekday-15a6a-0-00:00:00,1
Shuttle-AlewifeHarvardViaHolyoke-0-1,Shuttle-AlewifeHarvardViaHolyoke,1,Alewife - Harvard,,5,602191990,AlewifeHarvardViaHolyoke-Weekday-15a6a-1-00:00:00,1
Shuttle-AlewifeKendall-0-0,Shuttle-AlewifeKendall,0,Alewife - Kendall/MIT,,5,602200990,Red-AlewifeKendall-Weekday-ef118-0-04:50:00,1
Shuttle-AlewifeKendall-0-1,Shuttle-AlewifeKendall,1,Kendall/MIT - Alewife,,5,602201990,Red-AlewifeKendall-Weekday-ef118-1-05:15:00,1
Shuttle-AlewifeKendallExpress-0-0,Shuttle-AlewifeKendallExpress,0,Alewife - Kendall/MIT,,4,602210990,Red-AlewifeKendallExpress-Weekday-ef118-0-05:15:00,0
Shuttle-AlewifeKendallExpress-0-1,Shuttle-AlewifeKendallExpress,1,Kendall/MIT - Alewife,,4,602211990,Red-AlewifeKendallExpress-Weekday-ef118-1-04:50:00,0
Shuttle-AlewifeLittletonExpress-0-0,Shuttle-AlewifeLittletonExpress,0,Alewife - Littleton/Route 495 (Express),,5,602220990,AlewifeLittletonExpress-0-sample,1
Shuttle-AlewifeLittletonExpress-0-1,Shuttle-AlewifeLittletonExpress,1,Littleton/Route 495 - Alewife (Express),,5,602221990,AlewifeLittletonExpress-1-sample,1
Shuttle-AlewifeLittletonLocal-0-0,Shuttle-AlewifeLittletonLocal,0,Alewife - Littleton/Route 495 (Local),,5,602230990,AlewifeLittletonLocal-0-sample,1
Shuttle-AlewifeLittletonLocal-0-1,Shuttle-AlewifeLittletonLocal,1,Littleton/Route 495 - Alewife (Local),,5,602231990,AlewifeLittletonLocal-1-sample,1
Shuttle-AlewifeParkSt-0-0,Shuttle-AlewifeParkSt,0,Alewife - Park Street,,5,602240990,Red-AlewifeParkSt-Weekday-83130-0-20:00:00,1
Shuttle-AlewifeParkSt-0-1,Shuttle-AlewifeParkSt,1,Park Street - Alewife,,5,602241990,Red-AlewifeParkSt-Weekday-83130-1-19:30:00,1
Shuttle-AndersonWoburnLowell-0-0,Shuttle-AndersonWoburnLowell,0,Anderson/Woburn - Lowell,,5,602250990,AndersonWoburnLowell-0-sample,1
Shuttle-AndersonWoburnLowell-0-1,Shuttle-AndersonWoburnLowell,1,Lowell - Anderson/Woburn,,5,602251990,AndersonWoburnLowell-1-sample,1
Shuttle-AndersonWoburnNorthStationExpress-0-0,Shuttle-AndersonWoburnNorthStationExpress,0,North Station - Anderson/Woburn (Express),,5,602260990,AndersonWoburnNorthStationExpress-0-sample,1
Shuttle-AndersonWoburnNorthStationExpress-0-1,Shuttle-AndersonWoburnNorthStationExpress,1,Anderson/Woburn - North Station (Express),,5,602261990,AndersonWoburnNorthStationExpress-1-sample,1
Shuttle-AndersonWoburnReading-0-0,Shuttle-AndersonWoburnReading,0,Anderson/Woburn - Reading,,5,602310990,HaverhillAndersonWoburnReading-0-sample,1
Shuttle-AndersonWoburnReading-0-1,Shuttle-AndersonWoburnReading,1,Reading - Anderson/Woburn,,5,602311990,HaverhillAndersonWoburnReading-1-sample,1
Shuttle-AndoverHaverhill-0-0,Shuttle-AndoverHaverhill,0,Andover - Haverhill,,5,602320990,AndoverHaverhill-0-sample,1
Shuttle-AndoverHaverhill-0-1,Shuttle-AndoverHaverhill,1,Haverhill - Andover,,5,602321990,AndoverHaverhill-1-sample,1
Shuttle-AshlandFramingham-0-0,Shuttle-AshlandFramingham,0,Framingham - Ashland,,5,602380990,AshlandClosedFraminghamShuttle-0-sample,1
Shuttle-AshlandFramingham-0-1,Shuttle-AshlandFramingham,1,Ashland - Framingham,,5,602381990,AshlandClosedFraminghamShuttle-1-sample,1
Shuttle-AshmontJFK-0-0,Shuttle-AshmontJFK,0,JFK/UMass - Ashmont,,5,602500990,AshmontJFK-0-sample,1
Shuttle-AshmontJFK-0-1,Shuttle-AshmontJFK,1,Ashmont - JFK/UMass,,5,602501990,AshmontJFK-1-sample,1
